검색어,플랫폼,게시물 URL,게시물 제목,게시물 내용,게시물 등록일자,계정명,수집시간
YTN,1.뽐뿌,https://www.ppomppu.co.kr/zboard/view.php?id=freeboard&no=9753955&keyword=YTN,독도에 손 뻗치는 다카이치.. 국제법상으로도 명백히 일본 영토  YTN,짱개 모가지 짤린다니까 깨개개개깽 하더니... 역시 만만한 한국이냐? ㅎㅎㅎㅎㅎ 아베 시즌2 일본 여행 단절 유니클로 불매 맥주 불매 가즈아~ 하면 안하겠죠? 아무튼 도발기는 들어왔네요.,2025-12-10,,2025-12-10
경향신문,1.뽐뿌,https://www.ppomppu.co.kr/zboard/view.php?id=freeboard&no=9754703&keyword=%B0%E6%C7%E2%BD%C5%B9%AE,"김 총리 검찰 보완수사권, 인정하지 않는 게 맞다고 봐",보완수사권 폐지 합시다.,2025-12-10,라이코넨,2025-12-10
머니투데이,1.뽐뿌,https://www.ppomppu.co.kr/zboard/view.php?id=freeboard&no=9754957&keyword=%B8%D3%B4%CF%C5%F5%B5%A5%C0%CC,'한국 사탕'으로 유인 미국 초등생에 성폭력 30대 한인 교사 체포,...............,2025-12-10,티티티티파파파파,2025-12-10
부산일보,1.뽐뿌,https://www.ppomppu.co.kr/zboard/view.php?id=freeboard&no=9754000&keyword=%BA%CE%BB%EA%C0%CF%BA%B8,"자율주행 시대, 부산 택시도 탑승 [전 세계 달리는 자율주행 택시]","자율주행 시대, 부산 택시도 ‘탑승’ [전 세계 달리는 자율주행 택시] - 부산일보  택시면허 다량보유한 택시조합이 시와 직접하는 거..... 중국 포니ai인걸 보면 기존차량활용 중앙관제센터운영 중국중동운행검증 상대적으로저렴한비용에서 좋은평가 받은듯..... 현기차 : 상용화 된게 없어서 제공 불가....... 테슬라 : 로보택시 우리 차만 써야하고 비쌈...... 바이두와 협력예정인 카카오택시도 그렇고 로보택시는 시범운영으로 해외 데이터도 착실히 쌓을 중국이 먹을듯.......",2025-12-10,티티티티파파파파,2025-12-10
부산일보,1.뽐뿌,https://www.ppomppu.co.kr/zboard/view.php?id=freeboard&no=9754000&keyword=%BA%CE%BB%EA%C0%CF%BA%B8,"자율주행 시대, 부산 택시도 탑승 [전 세계 달리는 자율주행 택시]","자율주행 시대, 부산 택시도 ‘탑승’ [전 세계 달리는 자율주행 택시] - 부산일보  택시면허 다량보유한 택시조합이 시와 직접하는 거..... 중국 포니ai인걸 보면 기존차량활용 중앙관제센터운영 중국중동운행검증 상대적으로저렴한비용에서 좋은평가 받은듯..... 현기차 : 상용화 된게 없어서 제공 불가....... 테슬라 : 로보택시 우리 차만 써야하고 비쌈...... 바이두와 협력예정인 카카오택시도 그렇고 로보택시는 시범운영으로 해외 데이터도 착실히 쌓을 중국이 먹을듯.......",2025-12-10,티티티티파파파파,2025-12-10
서울경제,1.뽐뿌,https://www.ppomppu.co.kr/zboard/view.php?id=freeboard&no=9754893&keyword=%BC%AD%BF%EF%B0%E6%C1%A6,"민주당 닥터나우 방지법 추진에, 제동 건 대통령실",--   민주당은 타다에서 배운게 없습니까...................,2025-12-10,티티티티파파파파,2025-12-10
스포츠서울,1.뽐뿌,https://www.ppomppu.co.kr/zboard/view.php?id=soccer&no=185457&keyword=%BD%BA%C6%F7%C3%F7%BC%AD%BF%EF,"“스타는 스타다” 린가드, 서울 고별전서 득점포 가동! 멜버른전 전반 선제골 [SS현장]","[스포츠서울 | 상암=김용일 기자] 스타는 스타다. FC서울의 ‘캡틴’ 제시 린가드가 한국 무대 고별 경기에서 득점포를 가동했다. 린가드는 10일 서울월드컵경기장에서 진행 중인 2025~2026시즌 아시아축구연맹 챔피언스리그 엘리트(ACLE) 동아시아 리그 스테이지 6라운드 멜버른 시티(호주)와 홈경기에 선발 출격, 0-0으로 맞선 전반 31분 선제골을 터뜨렸다. 역습 기회에서 최준이 오른쪽 측면에서 골키퍼와 최종 수비 사이를 파고드는 크로스를 올렸다. 낮게 날아왔는데 린가드가 침착하게 골문 앞에서 밀어 넣어 득점했다. 지난 5일 서울 구단은 올해를 끝으로 계약 만료하는 린가드와 이별한다고 발표했다. 지난해 숱한 화제를 뿌리며 K리그에 입성한 린가드는 ‘흥행 보증 수표’로 떠올랐다. 잉글랜드 프리미어리그 맨체스터 유나이티드에서 전성기를 보내고 잉글랜드 국가대표로도 활약한 그는 서울 유니폼을 입기 전 실전 공백기가 존재했으나 조금씩 폼을 되찾았다. 지난시즌 리그 26경기를 뛰며 6골 3도움을 올렸고, 이번시즌 34경기에서 10골4도움을 기록했다. 린가드가 클럽 커리아에서 리그 한 시즌 두 자릿수 골을 넣은 건 이번시즌이 처음이다. K리그 통산 60경기 16골7도움을 기록했다. 공격 포인트를 떠나 빅리거 출신답게 서울의 정신적 지주 구실도 하며 올해 주장 완장까지 달았다. 비록 서울에서 바라던 우승컵을 품진 못했으나 팀이 2년 연속으로 파이널A에 오르는 데 린가드의 존재는 컸다. 그는 소셜미디어를 통해 ‘경기장 안팎에서 보내주신 응원은 내게 모든 것이었다’며 ‘서울은 항상 내 마음속에 특별한 자리로 남아 있을 것’이라고 미리 작별 인사를 남겼다. 가족과 2년간 떨어져 지낸 린가드는 잉글랜드 무대 복귀를 그리고 있다. 서울 구단은 그의 뜻을 존중하며 ‘아름다운 이별’을 선택했다. 멜버른전 직후 린가드의 환송식을 열 예정이다. 서울 팬과 이별하는 마지막 경기에서 린가드는 득점까지 성공하며 스타성을 발휘했다. kyi0486@sportsseoul.com",2025-12-10,뽐뿌뉴스,2025-12-10
스포츠서울,1.뽐뿌,https://www.ppomppu.co.kr/zboard/view.php?id=baseball&no=688008&keyword=%BD%BA%C6%F7%C3%F7%BC%AD%BF%EF,"30대 후반~40대에도 ‘거액 계약’…이젠 증명의 시간, ‘먹튀’ 되면 의미 없다 [SS포커스]","[스포츠서울 | 강윤식 기자] 2025시즌 동안 ‘베테랑’들이 보여준 존재감은 실로 대단했다. 스토브리그에서도 ‘존재감 폭발’이다. 30대 후반을 넘어 40대에도 거액 계약에 성공하고 있다. 대신 여기서 끝이 아니다. 금액에 걸맞은 활약이 필수다. KBO리그의 2025년도 점점 끝이 보인다. 치열했던 정규시즌과 가을야구를 지나 스토브리그를 진행하고 있다. 굵직한 이적 소식이 들렸고, 시장에 남은 선수 숫자도 많이 줄었다. 이제는 소강상태다. ‘최대어’로 꼽히던 강백호, 박찬호를 제외했을 때 올해 FA 계약자 중 가장 눈에 띄는 이들은 베테랑이라고 할 수 있다. 최형우, 김현수, 박해민 등이 시장에 나왔다. 프로야구 선수로 적지 않은 나이인 건 분명하다. 그래도 지난 활약을 바탕으로 가치를 인정받고 거액 계약을 맺었다. 2025시즌 LG 통합 우승 주역인 박해민과 김현수는 서로 다른 선택을 했다. 그러나 계약 규모는 둘 다 대단하다. 박해민은 LG에 남았다. 4년 65억 규모의 계약을 맺었다. 김현수는 LG를 떠나 KT로 간다. 김현수는 3년 50억 ‘전액 보장’ 계약으로 많은 이를 놀라게 했다. 최형우도 빼놓을 수 없다. KIA를 떠나 ‘친정팀’ 삼성으로 복귀했다. 최형우의 계약 규모는 2년 26억이다. 앞선 두 명과 비교하면 금액 자체는 낮지만, 이미 ‘불혹’을 남긴 나이라는 점을 고려해야 한다. FA 계약은 선수 가치의 척도라고 해도 과언이 아니다. 선수들은 FA 계약으로 본인들의 지난 활약을 인정받고 싶어 한다. 그러나 이게 끝이 아니다. 이제부터 시작이라고 할 수 있다. FA 계약에는 지난 활약에 대한 인정과 앞으로 펼칠 활약에 대한 기대가 동시에 담겼기 때문이다. 물론 가진 능력은 두말하면 입 아플 정도. 김현수는 메이저리그(ML)까지 경험한 선수다. 올시즌도 꾸준한 타격 능력을 발휘했다. 박해민은 국내 최고의 외야 수비 능력을 뽐낸다. 넓은 잠실구장에서 그 장점을 발휘했고, 앞으로도 그럴 예정이다. 최형우는 2년 연속 최고령 골든글러브 수상 기록을 갈아 치울 정도로 맹타를 휘둘렀다. 베테랑들 역시 마음가짐부터 남다르다. 최형우는 “나이라는 단어와 매년 싸우고 있다”며 “삼성에 돌아왔는데, 나이를 너무 많이 먹었다. 그래도 걱정하지 말아달라. 잘 준비해서 좋은 성적 내도록 하겠다”고 다짐했다. 모든 베테랑이 최형우와 비슷한 심정일 것이다. 이제는 FA 계약 이유를 증명할 때다. skywalker@sportsseoul.com",2025-12-10,뽐뿌뉴스,2025-12-10
스포츠서울,1.뽐뿌,https://www.ppomppu.co.kr/zboard/view.php?id=soccer&no=185454&keyword=%BD%BA%C6%F7%C3%F7%BC%AD%BF%EF,"WK리그 챔피언 화천, 베스트11 5자리 싹쓸이MVP는 우승 주역 정지연",,2025-12-10,낭만늑대,2025-12-10
스포츠서울,1.뽐뿌,https://www.ppomppu.co.kr/zboard/view.php?id=soccer&no=185451&keyword=%BD%BA%C6%F7%C3%F7%BC%AD%BF%EF,런던에 뜬 ‘손흥민 벽화’ 실제 보니 웅장 그 자체…‘찰칵’ 손흥민 “내가 좋아하는 장면 모두 담겨” [SS현장],"[스포츠서울 | 런던=고서현 통신원·김용일 기자] 청춘을 바친 친정팀 토트넘의 홈구장 토트넘홋스퍼 스타디움으로 향하던 손흥민(LAFC)은 런던 하이로드에 조성된 자기 벽화 공개 행사에 참석했다. 앞서 토트넘 구단은 10일(한국시간) 영국 런던의 토트넘 홋스퍼 스타디움에서 열린 토트넘과 슬라비아 프라하(체코)의 2025-2026시즌 유럽축구연맹(UEFA) 챔피언스리그(UCL) 리그 페이즈 6차전에 손흥민이 방문할 예정이라면서 팬 자문위원회와 협력해 하이로드에 ‘손흥민 벽화’를 제작할 예정이라고 밝힌 바 있다. 벽화는 토트넘의 또다른 리빙 레전드인 레들리 킹과 해리 케인의 벽화를 제작한 적이 있는 예술 전문그룹 머월스(Murwalls)가 맡았다. 공개된 손흥민 벽화는 웅장했다. 그의 시그니처인 ‘찰칵 세리머니’와 주장 완장을 달고 지난 5월 스페인 빌바오 땅에서 유럽축구연맹(UEFA) 유로파리그 우승컵을 들어 올릴 때 모습을 담았다. 손흥민은 “내가 선수들을 바라보며 트로피를 들고 있고, 뒤에는 폭죽이 터져있고, 태극기를 허리에 맸고, 내가 좋아하는 장면이 모두 포함돼 있다”며 싱글벙글했다. 벽화에 ‘LEGEND’라는 문구도 새겨졌다. 벽화 앞에서 찰칵 세리머니를 뽐낸 손흥민은 “특별한 기분이다. 이 유산이 절대 사라지지 않고 영원히 스퍼스와 함께하길 바란다”며 “엄청난 그림을 그려주셔서 감사하다. 여러분이 나를 특별한 선수이자 특별한 사람으로 만들어줬다”고 감격해했다. 끝으로 벽화에 사인하며 감사의 마음을 전했다. kyi0486@sportsseoul.com",2025-12-10,뽐뿌뉴스,2025-12-10
스포츠서울,1.뽐뿌,https://www.ppomppu.co.kr/zboard/view.php?id=soccer&no=185449&keyword=%BD%BA%C6%F7%C3%F7%BC%AD%BF%EF,"이민성호, 15일 천안 소집…1월 사우디 U-23 아시안컵 출격 준비","[스포츠서울 | 정다워 기자] 이민성호가 아시아축구연맹(AFC) 23세 이하(U-23) 아시안컵 준비에 나선다. 이 감독이 이끄는 22세 이하(U-22) 대표팀은 15일부터 19일 천안 대한민국축구종합센터에서 소집 훈련을 진행한다. 대표팀은 1월 사우디아라비아에서 열리는 AFC U-23 아시안컵에 출격한다. 이민성호는 지난 9월 인도네시아에서 열린 예선에서 3전 전승으로 본선에 진출했다. 본선에서는 1월 7일 이란전을 시작으로 10일 레바논, 13일 우즈베키스탄과 조별리그를 치른다. 대표팀은 이번 소집을 통해 본선에서의 경쟁력 점검에 나선다. 해외파가 빠진 가운데 총 23명이 천안에 모인다. 강상윤(전북 현대)을 필두로 황도윤(FC서울), 강성진(수원 삼성), 정재상(대구FC), 김도현, 조현태(이상 강원FC) 등 K리거들이 명단에 이름을 올렸다. 최종 명단은 훈련 종료 후 발표한다. 해외파 등 이번 훈련에 참가하지 않은 일부 선수도 최종 명단에 포함될 가능성이 있다. 선수단은 22일 인천국제공항을 통해 카타르로 이동해 대회를 준비하고 1월 2일 사우디아라비야 리야드에 입성할 예정이다. weo@sportsseoul.com",2025-12-10,뽐뿌뉴스,2025-12-10
스포츠서울,1.뽐뿌,https://www.ppomppu.co.kr/zboard/view.php?id=baseball&no=687995&keyword=%BD%BA%C6%F7%C3%F7%BC%AD%BF%EF,"“한 해 3명이나 가다니”…KBO는 이제 ML 직행 스테이션, ‘역수출 신화’ 누가 있었나 [SS포커스]","[스포츠서울 | 김민규 기자] “KBO에서 잘 뛰면 ML로 간다. ” 2025시즌 KBO리그는 처음으로 ‘한 해 외국인 선수 3명 동시 메이저리그(ML) 역수출’ 기록을 썼다. 더 이상 한국행이 커리어 마지막이 아니다. ‘한국서 잘하면 미국 간다’는 공식을 증명했다. KBO는 세계 야구 생태계에서 ‘재도약 플랫폼’으로 자리매김한 모양새다. 외국인 선수 영입은 KBO리그의 판도를 좌우한다. 시즌이 끝난 뒤 또 다른 고비를 마주한다. ‘너무 잘하면 미국에서 가만히 두지 않는다’는 사실이다. 올해 스토브리그가 이를 잘 보여줬다. 한국시리즈(KS) 준우승으로 날아오른 한화는 원투펀치를 동시에 잃었다. 코디 폰세는 토론토와 3년 3000만달러에, 라이언 와이스는 휴스턴과 1+1년 최대 1000만달러에 합의했다. ‘인생 역전’이다. SSG도 사정은 같다. 외국인 에이스 드류 앤더슨이 디트로이트와 1+1년 총액 1700만달러로 합의했다. ‘한국 최고는 경쟁력이 있다’는 ML 프런트들의 인식 변화가 그대로 반영된 셈이다. KBO리그의 외국인 선수 총연봉 상한은 400만달러다. ML은 1명에게도 수천만달러를 준다. 다른 세계다. 역설적으로 이 흐름이 KBO의 경쟁력이 되기도 한다. 이제 외국인 선수에게 한국행은 ‘재도약 루트’로 인식된다는 얘기다. ‘한국에서 1년만 잘하면 ML이 다시 문을 연다’ 는 메시지는 실제로 수많은 성공 사례로 증명했다. 대표적인 구단이 NC다. NC는 그동안 4명의 외국인 선수를 역수출했다. 2014~2016년 리그를 ‘씹어먹은’ 에릭 테임즈는 밀워키와 3+1년 최대 2250만 달러 ‘대박’을 터뜨렸다. 2019~2022년 에이스로 군림한 드류 루친스키도 오클랜드와 1+1년 총액 800만달러의 계약을 맺고 한국을 떠났다. 끝이 아니다. 2023년 NC에서 20승·평균자책점 2.00을 찍으며 MVP를 차지한 에릭 페디는 시카고 화이트삭스와 2년 1500만달러라는 역대급 조건으로 계약했다. 2024년 카일 하트 역시 NC에서 13승3패, 평균자책점 2.69를 찍었고, 샌디에이고와 1+1년 최대 850만달러에 계약했다. 이외에도 SK(현 SSG)에서 뛰었던 메릴 켈리가 애리조나와 다년 계약을 맺어 ML 선발 로테이션에 정착했다. 빅리그 누적 연봉만 3800만달러가 넘는다. 두산에서 MVP에 오른 조시 린드블럼도 밀워키와 3년 912만5000달러 계약을 맺으며, 투수 역수출 흐름을 강화한 케이스다. 과거 ML에서 KBO행은 ‘내리막’이었다면, 이제는 커리어 곡선이 U턴으로 변했다. 2025년 재확인했다. 한국은 빅리그로 가는 가장 현실적이고 강력한 발판이라고 해도 과언이 아니다. kmg@sportsseoul.com",2025-12-10,뽐뿌뉴스,2025-12-10
스포츠서울,1.뽐뿌,https://www.ppomppu.co.kr/zboard/view.php?id=soccer&no=185439&keyword=%BD%BA%C6%F7%C3%F7%BC%AD%BF%EF,"부리람 원정서 접전 끝 무승부…강원, 16강 희망 남긴 채 2025년 피날레, 시행착오 있었지만 ‘우상향’ 성장한 시즌이었다","[스포츠서울 | 정다워 기자] 강원FC가 성공적으로 2025시즌을 마무리했다. 강원은 9일 태국 부리람의 부리람 스타디움에서 열린 부리람 유나이티드와의 2025~2026 아시아축구연맹 챔피언스리그 엘리트(ACLE) 리그 스테이지 동아시아 그룹 6차전에서 2-2 무승부를 거뒀다. 강원은 전반 33분 모재현의 골로 앞섰지만, 후반 13분과 20분 연속골을 허용하며 역전당했다. 하지만 후반 29분 김대원의 페널티킥 득점을 통해 균형을 이룬 뒤 승점 1을 챙겼다. 부리람 원정은 원래 악명이 높다. 이동 거리가 멀고 날씨도 더워 적응이 쉽지 않다. 게다가 부리람은 외국인 선수로 무장한 강팀이다. 이날 경기에 선발 출전한 11명 중 10명이 외국인이었다. 교체로 나선 선수까지 포함해 총 11명의 외국인이 뛰었다. 강원 입장에선 의미 있는 승점을 얻은 셈이다. 강원은 2승 1무 3패 승점 7을 기록하며 9위에 올라 있다. 16강 진출 마지노선 8위 그룹(8점)과는 겨우 1점 차이다. 7~8차전 결과를 통해 충분히 뒤집을 수 있다. 강원의 남은 상대는 상하이 포트(중국)와 멜버른 시티(호주)다. 우승 후보 수준의 강팀은 아니라 강원이 충분히 승리를 노릴 만하다. 강원은 올시즌 출전한 모든 대회에서 호성적을 냈다. K리그1에서는 5위에 오르며 구단 역사상 두 번째로 높은 순위를 기록했다. 지난해 준우승에 이어 다시 한번 상위권에 올랐다. 코리아컵에서는 4강에 올랐다. 전북 현대와의 치열한 혈투를 벌인 끝에 결승 진출에 실패하긴 했지만 저력을 재확인한 대회였다. 여기에 처음 출전한 ACLE에서도 만만치 않은 전력을 자랑하며 16강 진출의 희망을 이어가고 있다는 점도 고무적이다. 한계가 보이는 스쿼드로 여러 대회를 병행하면서도 성적을 고루 챙기는 시즌이었다. 여름 이적시장 행보가 주효했다. 서민우, 김대원이 전역한 가운데 모재현, 김건희가 합류하면서 정 감독이 그리던 축구가 완성되기 시작했다. 시즌 막바지에 돌아온 이승원, 박상혁도 중요한 시점에 팀에 활기를 불어넣었다. 사령탑 1년 차로 시즌을 보낸 정경호 감독은 기대 이상의 지도력을 선보였다. 지난해 준우승 주역 다수가 빠져나간 악재 속에서도 뚜렷한 팀 컬러와 흔들리지 않는 리더십, 약점을 채워 가는 학습 능력을 선보이며 지도자로서의 가능성을 제대로 증명했다. 시행착오를 겪으면서도 ‘우상향’ 발전하는 모습으로 2026시즌을 더 기대하게 만들었다. weo@sportsseoul.com",2025-12-10,뽐뿌뉴스,2025-12-10
스포츠서울,1.뽐뿌,https://www.ppomppu.co.kr/zboard/view.php?id=soccer&no=185457&keyword=%BD%BA%C6%F7%C3%F7%BC%AD%BF%EF,"“스타는 스타다” 린가드, 서울 고별전서 득점포 가동! 멜버른전 전반 선제골 [SS현장]","[스포츠서울 | 상암=김용일 기자] 스타는 스타다. FC서울의 ‘캡틴’ 제시 린가드가 한국 무대 고별 경기에서 득점포를 가동했다. 린가드는 10일 서울월드컵경기장에서 진행 중인 2025~2026시즌 아시아축구연맹 챔피언스리그 엘리트(ACLE) 동아시아 리그 스테이지 6라운드 멜버른 시티(호주)와 홈경기에 선발 출격, 0-0으로 맞선 전반 31분 선제골을 터뜨렸다. 역습 기회에서 최준이 오른쪽 측면에서 골키퍼와 최종 수비 사이를 파고드는 크로스를 올렸다. 낮게 날아왔는데 린가드가 침착하게 골문 앞에서 밀어 넣어 득점했다. 지난 5일 서울 구단은 올해를 끝으로 계약 만료하는 린가드와 이별한다고 발표했다. 지난해 숱한 화제를 뿌리며 K리그에 입성한 린가드는 ‘흥행 보증 수표’로 떠올랐다. 잉글랜드 프리미어리그 맨체스터 유나이티드에서 전성기를 보내고 잉글랜드 국가대표로도 활약한 그는 서울 유니폼을 입기 전 실전 공백기가 존재했으나 조금씩 폼을 되찾았다. 지난시즌 리그 26경기를 뛰며 6골 3도움을 올렸고, 이번시즌 34경기에서 10골4도움을 기록했다. 린가드가 클럽 커리아에서 리그 한 시즌 두 자릿수 골을 넣은 건 이번시즌이 처음이다. K리그 통산 60경기 16골7도움을 기록했다. 공격 포인트를 떠나 빅리거 출신답게 서울의 정신적 지주 구실도 하며 올해 주장 완장까지 달았다. 비록 서울에서 바라던 우승컵을 품진 못했으나 팀이 2년 연속으로 파이널A에 오르는 데 린가드의 존재는 컸다. 그는 소셜미디어를 통해 ‘경기장 안팎에서 보내주신 응원은 내게 모든 것이었다’며 ‘서울은 항상 내 마음속에 특별한 자리로 남아 있을 것’이라고 미리 작별 인사를 남겼다. 가족과 2년간 떨어져 지낸 린가드는 잉글랜드 무대 복귀를 그리고 있다. 서울 구단은 그의 뜻을 존중하며 ‘아름다운 이별’을 선택했다. 멜버른전 직후 린가드의 환송식을 열 예정이다. 서울 팬과 이별하는 마지막 경기에서 린가드는 득점까지 성공하며 스타성을 발휘했다. kyi0486@sportsseoul.com",2025-12-10,뽐뿌뉴스,2025-12-10
스포츠서울,1.뽐뿌,https://www.ppomppu.co.kr/zboard/view.php?id=baseball&no=688008&keyword=%BD%BA%C6%F7%C3%F7%BC%AD%BF%EF,"30대 후반~40대에도 ‘거액 계약’…이젠 증명의 시간, ‘먹튀’ 되면 의미 없다 [SS포커스]","[스포츠서울 | 강윤식 기자] 2025시즌 동안 ‘베테랑’들이 보여준 존재감은 실로 대단했다. 스토브리그에서도 ‘존재감 폭발’이다. 30대 후반을 넘어 40대에도 거액 계약에 성공하고 있다. 대신 여기서 끝이 아니다. 금액에 걸맞은 활약이 필수다. KBO리그의 2025년도 점점 끝이 보인다. 치열했던 정규시즌과 가을야구를 지나 스토브리그를 진행하고 있다. 굵직한 이적 소식이 들렸고, 시장에 남은 선수 숫자도 많이 줄었다. 이제는 소강상태다. ‘최대어’로 꼽히던 강백호, 박찬호를 제외했을 때 올해 FA 계약자 중 가장 눈에 띄는 이들은 베테랑이라고 할 수 있다. 최형우, 김현수, 박해민 등이 시장에 나왔다. 프로야구 선수로 적지 않은 나이인 건 분명하다. 그래도 지난 활약을 바탕으로 가치를 인정받고 거액 계약을 맺었다. 2025시즌 LG 통합 우승 주역인 박해민과 김현수는 서로 다른 선택을 했다. 그러나 계약 규모는 둘 다 대단하다. 박해민은 LG에 남았다. 4년 65억 규모의 계약을 맺었다. 김현수는 LG를 떠나 KT로 간다. 김현수는 3년 50억 ‘전액 보장’ 계약으로 많은 이를 놀라게 했다. 최형우도 빼놓을 수 없다. KIA를 떠나 ‘친정팀’ 삼성으로 복귀했다. 최형우의 계약 규모는 2년 26억이다. 앞선 두 명과 비교하면 금액 자체는 낮지만, 이미 ‘불혹’을 남긴 나이라는 점을 고려해야 한다. FA 계약은 선수 가치의 척도라고 해도 과언이 아니다. 선수들은 FA 계약으로 본인들의 지난 활약을 인정받고 싶어 한다. 그러나 이게 끝이 아니다. 이제부터 시작이라고 할 수 있다. FA 계약에는 지난 활약에 대한 인정과 앞으로 펼칠 활약에 대한 기대가 동시에 담겼기 때문이다. 물론 가진 능력은 두말하면 입 아플 정도. 김현수는 메이저리그(ML)까지 경험한 선수다. 올시즌도 꾸준한 타격 능력을 발휘했다. 박해민은 국내 최고의 외야 수비 능력을 뽐낸다. 넓은 잠실구장에서 그 장점을 발휘했고, 앞으로도 그럴 예정이다. 최형우는 2년 연속 최고령 골든글러브 수상 기록을 갈아 치울 정도로 맹타를 휘둘렀다. 베테랑들 역시 마음가짐부터 남다르다. 최형우는 “나이라는 단어와 매년 싸우고 있다”며 “삼성에 돌아왔는데, 나이를 너무 많이 먹었다. 그래도 걱정하지 말아달라. 잘 준비해서 좋은 성적 내도록 하겠다”고 다짐했다. 모든 베테랑이 최형우와 비슷한 심정일 것이다. 이제는 FA 계약 이유를 증명할 때다. skywalker@sportsseoul.com",2025-12-10,뽐뿌뉴스,2025-12-10
스포츠서울,1.뽐뿌,https://www.ppomppu.co.kr/zboard/view.php?id=soccer&no=185454&keyword=%BD%BA%C6%F7%C3%F7%BC%AD%BF%EF,"WK리그 챔피언 화천, 베스트11 5자리 싹쓸이MVP는 우승 주역 정지연",,2025-12-10,낭만늑대,2025-12-10
스포츠서울,1.뽐뿌,https://www.ppomppu.co.kr/zboard/view.php?id=soccer&no=185451&keyword=%BD%BA%C6%F7%C3%F7%BC%AD%BF%EF,런던에 뜬 ‘손흥민 벽화’ 실제 보니 웅장 그 자체…‘찰칵’ 손흥민 “내가 좋아하는 장면 모두 담겨” [SS현장],"[스포츠서울 | 런던=고서현 통신원·김용일 기자] 청춘을 바친 친정팀 토트넘의 홈구장 토트넘홋스퍼 스타디움으로 향하던 손흥민(LAFC)은 런던 하이로드에 조성된 자기 벽화 공개 행사에 참석했다. 앞서 토트넘 구단은 10일(한국시간) 영국 런던의 토트넘 홋스퍼 스타디움에서 열린 토트넘과 슬라비아 프라하(체코)의 2025-2026시즌 유럽축구연맹(UEFA) 챔피언스리그(UCL) 리그 페이즈 6차전에 손흥민이 방문할 예정이라면서 팬 자문위원회와 협력해 하이로드에 ‘손흥민 벽화’를 제작할 예정이라고 밝힌 바 있다. 벽화는 토트넘의 또다른 리빙 레전드인 레들리 킹과 해리 케인의 벽화를 제작한 적이 있는 예술 전문그룹 머월스(Murwalls)가 맡았다. 공개된 손흥민 벽화는 웅장했다. 그의 시그니처인 ‘찰칵 세리머니’와 주장 완장을 달고 지난 5월 스페인 빌바오 땅에서 유럽축구연맹(UEFA) 유로파리그 우승컵을 들어 올릴 때 모습을 담았다. 손흥민은 “내가 선수들을 바라보며 트로피를 들고 있고, 뒤에는 폭죽이 터져있고, 태극기를 허리에 맸고, 내가 좋아하는 장면이 모두 포함돼 있다”며 싱글벙글했다. 벽화에 ‘LEGEND’라는 문구도 새겨졌다. 벽화 앞에서 찰칵 세리머니를 뽐낸 손흥민은 “특별한 기분이다. 이 유산이 절대 사라지지 않고 영원히 스퍼스와 함께하길 바란다”며 “엄청난 그림을 그려주셔서 감사하다. 여러분이 나를 특별한 선수이자 특별한 사람으로 만들어줬다”고 감격해했다. 끝으로 벽화에 사인하며 감사의 마음을 전했다. kyi0486@sportsseoul.com",2025-12-10,뽐뿌뉴스,2025-12-10
스포츠서울,1.뽐뿌,https://www.ppomppu.co.kr/zboard/view.php?id=soccer&no=185449&keyword=%BD%BA%C6%F7%C3%F7%BC%AD%BF%EF,"이민성호, 15일 천안 소집…1월 사우디 U-23 아시안컵 출격 준비","[스포츠서울 | 정다워 기자] 이민성호가 아시아축구연맹(AFC) 23세 이하(U-23) 아시안컵 준비에 나선다. 이 감독이 이끄는 22세 이하(U-22) 대표팀은 15일부터 19일 천안 대한민국축구종합센터에서 소집 훈련을 진행한다. 대표팀은 1월 사우디아라비아에서 열리는 AFC U-23 아시안컵에 출격한다. 이민성호는 지난 9월 인도네시아에서 열린 예선에서 3전 전승으로 본선에 진출했다. 본선에서는 1월 7일 이란전을 시작으로 10일 레바논, 13일 우즈베키스탄과 조별리그를 치른다. 대표팀은 이번 소집을 통해 본선에서의 경쟁력 점검에 나선다. 해외파가 빠진 가운데 총 23명이 천안에 모인다. 강상윤(전북 현대)을 필두로 황도윤(FC서울), 강성진(수원 삼성), 정재상(대구FC), 김도현, 조현태(이상 강원FC) 등 K리거들이 명단에 이름을 올렸다. 최종 명단은 훈련 종료 후 발표한다. 해외파 등 이번 훈련에 참가하지 않은 일부 선수도 최종 명단에 포함될 가능성이 있다. 선수단은 22일 인천국제공항을 통해 카타르로 이동해 대회를 준비하고 1월 2일 사우디아라비야 리야드에 입성할 예정이다. weo@sportsseoul.com",2025-12-10,뽐뿌뉴스,2025-12-10
