검색어,플랫폼,게시물 URL,게시물 제목,게시물 내용,게시물 등록일자,계정명,수집시간
KBS,1.뽐뿌,https://www.ppomppu.co.kr/zboard/view.php?id=freeboard&no=9757860&keyword=KBS,[단독] 비공개 종묘 앞 시뮬레이션 ㄷㄷ.mp,"""분명히 이 정도면 위험 유산으로 경고를 받을 것 같다"", ""이게 종묘를 존중하는 디자인이냐""는  의견까지 나왔습니다. 하지만 결국  ""유산에 문제가 없도록 노력하자""는 심의 결론으로 마무리됐습니다.",2025-12-13,Scarlett,2025-12-13
MBC,1.뽐뿌,https://www.ppomppu.co.kr/zboard/view.php?id=freeboard&no=9757989&keyword=MBC,박성재 '내란 가담김건희 수사 청탁' 사건 - 이진관 재판부 배당.,성재 ㅈ된겨? ㅋㅋㄱ,2025-12-13,Lumee,2025-12-13
MBC,1.뽐뿌,https://www.ppomppu.co.kr/zboard/view.php?id=freeboard&no=9757985&keyword=MBC,대한민국 3대 역사기관 근황,"취임 이후 기자간담회에서도 박 이사장은 ""일본이 과거에 대해 사죄하지 않는다는 기성세대의 역사인식을 젊은세대에게 강요해선 안된다""고 말해 논란을 일으켰습니다. = 우리 일베남한테 왜 한국의 애국심을 강요하냐구욧! 지난 2013년 한 강연에서는 대표적 친일파인 이광수와 윤치호에 대해 방법만 다를 뿐, 독립운동을 했다고 주장한 사실이 언론에 보도되기도 했습니다. [허동현/당시 경희대학교 교수 (2015년)] ""뉴라이트에 속하는 지식인들, 뭐 저도 거기로 분류되기도 하지만 저는 사실 열린민족주의예요."" = 친일이 애국이다~ 지난달 30일 원장이 된 김낙년 동국대 경제학과 명예교수는 일제의 징용과 위안부 강제성을 부정하고 독도가 우리 영토라는 근거도 부족하다고 주장한 <반일 종족주의> 저자 중 한 명입니다. 이 책에서 김 원장은 일제에 의한 쌀 반출은 수탈이 아닌 수출이었다고 주장했습니다. = 조선종은 미개해서 위대한 일본인이 도와줘도 불만이네 ㅉㅉ 행동이 일본 극우랑 똑같네.. 참고로 윤석열 때 기사임. 근데 아직 자리에 남아있는 듯. 리박스쿨, 일베가 말하는 것의 뿌리가 여기였군.. 어쩐지.. (까보면 거짓이지만) 얘네들이 개발한 것치고는 치밀하고 체계적이라고 했음. 마 치 똑같은 역사 교육을 받은 것처럼 너무 똑같은 주장을 반복하는 것도 이상하고. 일베 1세대 -> 무식하게 혐오해서 거부감 있음. 재미 원툴인 10~20대 남자애들한테나 통함. 일베 2세대(펨코로 대표되는 뉴일베, 이준석, 한동훈 스타일) -> 팩트를 진지하게 체계적이고 교묘하게 왜곡함. 친일매국이 그들에게는 팩트이자 신념임. 정신적으로 일본 극우와 싱크로되어서 일뽕에 가득 차 있음(난 정신만큼은 위대한 일본인이라구~).  유튜브에 나온 사람이 동북아역사재단 이사장 박지향. 이영훈 교수는 우리나라를 ‘거짓말의 나라’, 우리 국민을 거짓말하는 국민, 우리 역사를 거짓투성이의 역사로 규정했다(<반일종족주의>). 박지향 이사장이 <해방전후사의 재인식>이란 저서를 이영훈 교수와 공저로 펴낸 것을 보면 그가 뉴라이트 성향의 학자임이 분명하다. -> 반일종족주의 쓴 일본 극우파 이영훈이랑 다른 책을 같이 씀",2025-12-13,2g3i26Kc,2025-12-13
MBC,1.뽐뿌,https://www.ppomppu.co.kr/zboard/view.php?id=freeboard&no=9757981&keyword=MBC,UN 김정훈 근황,뭔가... 음... 아무튼 연기로 복귀 한다고 하네요,2025-12-13,추억은기억너머,2025-12-13
MBC,1.뽐뿌,https://www.ppomppu.co.kr/zboard/view.php?id=freeboard&no=9757782&keyword=MBC,4살 우리아이의 얼굴을 보기 무섭습니다.,"목포 소재의 어린이집 식사시간 중 의자에 앉아 식사중인 아이를 아이의 담당 교사 박씨가 아이의이마를 가격해  넘어 뜨리고 다시 일으켜세워 왼손으로 등을 가격하고 등을 가격 할 당시 놀란 아이가 팔을 올려 막으려하자 팔을 내리게 한 뒤 오른쪽 뺨을 가격한 CCTV 화면 확인하신것 맞으시지요? 네........ cctv 포렌식 후 저장되어있는 3~4개월 가량의 cctv 확인 절차 후 신체접촉을 동반한 아동학대 정황이 담긴 29건의 아동학대 사고확인 자료중 실제 경찰조서 작성 내용 중에 한부분 입니다. 29건의 내용중 마지막 장면중에 하나였으며 차마 끝까지 보지 못하고 눈을 감아버렸습니다. 지금도 저 당시 상황을 어떻게 지나간것인지 기억이 나질 않습니다..아니 기억을 피하려는것 일지 모릅니다. 어린 두눈으로 똑똑히 지켜보고 있었고 어느 어른 하나 도움청하지 못하고 울면서 있었을 우리 아이를 생각하니 차마 끝까지 보지 못하고 조서의 내용만 듣고 들릴듯 않들릴듯 흐린 말끝으로 네 라고 대답한 제 자신이 부끄러워 조사 후 나오고 난 뒤 부터 아이의 두눈을 보는 것이 부모로서 아빠로서 부끄러워 눈을 마주치는 것이 겁이납니다 지난 25년 8월 중순경 퇴근 후 집에오니 아이의 엄마가 우리 아이가 저녁을 같이 먹다가 오늘 박00 선생님 한테 맞았어 라고 이야기를 했습니다. 그러자 아내가 놀란 마음을 진정시키고 어디에 맞았어? 응 다리 여기를 맞았어 라고 이야기 했답니다 그래서 몇번 더 질문을 하였고 아이가 어느 순간 대답을 피하더라 였습니다 놀란 가슴으로 아이에게 내색하지는 않고 퇴근한 저에게 이야기 해왔을때 혹여 4살 아이가 잘못한것을 훈계한것을 혼동해서 이야기 하는것일까? 아니면 극성인 부모처럼 보여 바로 연락해 사실관계에 대해서 묻게 된다면 확실치 않은 상황으로 오히려 어린이집에 다니는 우리 아이가 눈치를 보게하는 것 아닐까 수많은 생각으로 서로 고민하다 조금 더 상황을 지켜보자 해서 다음날도 등원을 시켯습니다 허나 4살이 되고 부터 반이 바뀌고 부쩍 어린이집을 가기 싫어 하던 아이를 생각해보니 차라리 다른 어린이집으로 옮기는 것이 좋을것이라 생각해서  25년 9월 초 기존 어린이집을 그만두고 옮기겠다는 의사를 전달하러 아내가 어린이집에 방문 하였고 사실 아이가 8월 중순경 특정 날짜를 이야기하였기에 아내는 메모해 놓았었고 해당 어린이집 원장님을 뵙고 어린이집을 옮긴하는 의사와 사고내용을 말씀드리고 이러한 일 때문에 부모로써 마음이 계속 쓰여 옮기는 편이 좋겠다고 말씀드렸습니다. 어린이집 원장님은 뭔가 오해가 있었을 수 있으니 옮기 겠다는 부모님의 의사는 존중하며 별개로 혹여나 오해가 생긴 것일 수 있으니 cctv는 확인하고 연락드리겠다 하셔서 오히려 저희부부는 cctv까지는 말씀 안드리고 나와야 겠다는 생각이었지만 원장 선생님께서 오히려 먼저 말씀해주시고 안심 시켜주시니 감사하다는 마음이었습니다. 방문 당일 오후 5시경 원장선생님께서 아이 엄마에게 전화해서 아이의 말이 맞았다고 아이가 말한 다리에 접촉이 있었고 아이가 울고있는 정황이 나와서 다음날 어린이집 방문 하시면 보여 주시겠다 하셔서 알겠다고 하였습니다. 그런데 당인 오후 8시경 저희 부부의 집 앞으로 원장선생님, 가해교사, 그외 2명의 교사분 총 4명이 과일박스 두박스와 함께 죄송하다고 정말 죄송하다고 말씀 하셨고 아이의 엄마는 일단 내일 cctv를 보기로 하였으니 가져 오신것 가져가시고 내일 이야기 나누자 말씀드리니 보는 관점이나 보이는 부분에 따라 오해가 있을 수 있고 내용을 보시면 마음아파하실 것 생각하니 안보시는게 어떻겠냐? 라는 이야기를 하셨습니다 당시 저는 야간 근무중이라 집에 없었고 집안에는 아이의 엄마와 우리아이 둘만 있었고 아이의 엄마는 이렇게 이야기하시면 더더욱 안볼수 없다 가시라 는 실랑이를 30분 가량 하다 4명의 선생님들은 가셨습니다. 담당 선생은 죄송하다는 말과 본인은 나쁜의도는 없었고 오해드린부분이 있는것 같아 본인이 책임지고 그만두겠다는 말을 했다 더군요... 저는 근무중 그 소식을 전화를 통해 전해들었고 원장님에게 저의 부부는 꼭 봐야겠다고 의사를 전달했고 다음날 어린이집을 방문 하여서 당일 cctv를 돌려보았습니다.... 원장선생님께서는 투명함을 강조하시며 사건 당일 등원시간부터 사건이일어난 하원시간까지 보여주신다하여 쭉 보았고 사고 당시 상황도 확인하였습니다.. 아이가 하원시간이라 양말을 신고 있었습니다. 목이 긴 양말을 신겨 등원을 시켯었는데 양말이 잘 안신겨지고 있었나 봅니다. 그러자 담당 교사가 아이에게 다가오더니 손에 들고있던 옷걸이로 아이에게 겁을주자 아이가 얼어서 잘 안신겨 지던 양말을 허겁지겁 신을려고 하더군요.. 그래도 잘 신겨지지 않아 담임교사가 아이의 앞에 앉아 다리를 낚아 채더니 발바닥을 2~3차례 가격 하더군요 아이가 놀래 울기 시작하자 달래는 기색없이 아이의 허벅지 안쪽을 재차 가격 했습니다 아이가 울면서 뒤돌아서 도망가려하자 팔을 낚아채서 앉히더니 다시한번 발바닥을 가격하더군요... cctv라 영상만 나오고 소리는 안들려 아이를 앞에 앉아놓고 아이는 고사리 같은 손으로 눈물을 훔치더군요 저희 부부는 등 하원을 돌아가며 직접 시키고 있어서 아이엄마가 도착하기 5분~10분 가량 전 이었습니다. 울고있는 아이를 남아있는 의자 중 하나에 앉으라고 해놓고 다른 하원하는 아이들은 놀고있는 가운데 우리아이는 의자에 혼자 앉아 가해선생의 눈치를 보는 눈동자가 cctv로 보이는데... 아... 하원은 부부가 돌아가며 직접해서 저희 부부 둘 중 누가 올시간이 되엇는지 의자에 앉아 있는 아이를 오라고 손짓해서 부르더니 눈물 닦으라고 아이에게 본인은 한손엔 휴대폰을 보고 나머지 한손으로 물티슈를 뽑아 아이손에 쥐어 주더군요.. 하.... 가해 상황 중간 부터 저희 부부 둘다 눈물이 멈추지 않더라구요 양손 주먹을 지고 이를 악물며 눈물흘리며 영상을 끝까지 봤습니다.... 영상 확인 후 한동안 말 없이 눈물만 흘렷고 후에 원장님과 무슨 이이기를 나누었는지 기억도 나질 않습니다. cctv확인 당일 확인 후 그자리에서 원장선생님께 아동학대로 경찰에 신고 하겠다는 말만 남기고 아이의 엄마와 나와서 바로 경찰서에 아동학대로 신고하였고 바로 경찰 출동하셔서 cctv 확보 후 당시 상황과 추가 정황이 있을 수 있으니 cctv 포렌식 조사 진행한다는 말을 듣고 진술서 작성 후 집으로 돌아왔습니다 25년 9월 사고 접수 후 아이엄마와 아이가 동반해서 아동학대 조사를 받았고 후에 25년 12월 11일 포렌식 후 저장되어있는 영상 중 아동학대 내용 cctv 결과가 나와서 확인하러 오셔야 된다는 전남 경찰청 담당자분의 전화를 받고 11일 오후에 방문 하였습니다. 25년 8월 당시의 사고 영상을 보았을때 담당 교사의 행동으로보니 다른 사고도 있을 것이라 생각은 했지만 우리 아이만 하더라도 29건이라는 건수에도 놀랫지만.....그 영상을 순차적으로 보고 있자니.....지옥 이었습니다.. 할 수있는 표현이 없어서 정말 지옥 같았습니다. 보는내내 속이 매스껍더군요...... 아침마다 어린이집 잘 다녀오라 ...가기 싫어하던 아이를 아이의 단순한 투정으로... 29건의 사건 내용 중 제가 하원 때 데리러 갔던 날도 있을텐데 아이에게 오늘은 재미있게 보냈어라는 말을 한 제 자신이 제 입을 제 혀를 정말이지 부끄럽고 미안하고 아이는 두눈 뜨고 그 상황을 견녀내고 또 다음날 어린이 집을 갔을것을 생각하니 정말이지 죽고 싶었습니다. 사건 내용의 한부분 만 위에 적어 놓았지만 29건의 사건중 절반은 점심 식사시간에 식사도중 일어 낫고 대다수 내용은 아이가 반찬투정을 하였는지 내용은 가해 선생에게 듣지 못했지만 아이 뒷덜미를 잡고 2~3회가량 식판으로 얼굴을 들이 밀어 넣었습니다. 아이는 울고있고요... 나머지 절반은 하원시간이더군요 대부분 양말을 제대로 못 신는 다는 내용 같았고 다리를 때리는 행위는 같았습니다. 하원은 직접 저희부부가 돌아가면서 하는데 양말에 관해서도 양말 때문에 교육을 하였다 식사시간에 교육을 하였다라는 이야기를 일체 없었고 키즈노트를 통해 그저 간식을 몇번 먹었는데 잘먹어서 더 주었다 내용들만 있었더군요 같은 반 저희 아이를 포함한 5명의 아이의 관한 아동학대 정황을 확인하였고 압도적으로 많은 횟수의 같은반 아이 1명과 저희 아이를 포함한 비슷한 횟수와 강도를 지닌 같은반 아이 4명 총 5명의 사건이 진행중이고 그 중 저희 아이것만 해도 29건 입니다. 연락이 닿게 된 피해 아동중 한 어머님은 차마 영상 확인 중 반틈만 보고 도저히 더이상 제정신으로 못 보겠다 하셨더군요. 예... 정말 지옥입니다.. 정말 지옥입니다... 아이가 이야기 하지 않았다면 그저 안맞는 어린이 집이거나 선생님일수 있으니 다른곳으로 옮겻다면 학대당시 홀로 의자에 앉아 눈물 흘리며 눈치보는 아이가 4살 아이가... 혼자 상처로 남기고 지냈겠구나 생각하니 정말 잠이 안옵니다.. 눈만 감으면 생각 납니다 ... 아이를 보고 있으면 생각납니다... 아이가 아빠라 불러주는게 미안하고 미안하고 또 미안합니다... 12월 11일 조사 후 검찰 송치예정이라고 조사관 분께서 말씀하시고 집에와서 부터는 눈 감기가 겁이 납니다.. 다음날 12월 12일 어린이집 앞으로 찾아갔습니다.... 어린이집 근처에 차를세우고 한참 멍하니 있었습니다 가해교사는 퇴사한 후 인것을 알고 있었고 지금 어린이집에 가서 이 화난 마음을 내보이려 해봣자 아무 죄없는 다른 원생 아이들도 놀랄 것이고 정직하고 묵묵히 제일 해주시는 선생님들에게도 무슨 죄이겠냐 싶어 마음을 접고 직장으로 돌아와 도무지 일이 손에 잡히질 않더군요 어린이집 원장님께 전화를 걸었고 담당 가해교사가 최초 영상을 보기전까지 본인은 훈육을 한것이라 이야기 하더니.... 나머지 추가 내용들까지 다 보았고 이젠 용서란 없다는 말과 할 수있는 모든것 끝까지 가겠다 전하고 원장 선생님은 연신 죄송하다고 하더군요... 죄송하다고 말할 사람은 따로 있는데... 최초 영상 확인한 9월 중순 경 영상을 한건만 확인하였을때 담당 교사가 아이 엄마에게 전화해 죄송하다는 말과 본인이 책임지고 그만두겠다는 영상을 보고 온 아이의 부모에게 아무의미 없는 말만 늘어놓아 아이의 엄마는 더이상 연락하지 않았으면 좋겠다는 의사를 전달 했지만 재차 카카오톡 메세지와 전화를 하자 제가 직접 전화해서 남은 여죄가 있다면 다가올 경찰조사 잘 임하시고 접근금지 명령 신청해 놓았으니 연락하지 말라는 말만 남겼습니다 그이후 현재 까지 다른 연락 없었으며 학부모들의 cctv확인 절차는 완료되었고 검찰송치 예정인 상황입니다 마지막 cctv 확인후 최초 경찰 신고 접수시 피해자 국선변호인 고지 및 신청 확인서라는 문서를 휴대폰으로 받았는것이 생각나 확인해보니 가해 교사 집주소와 인적사항이 적혀있더군요 찾아가고 싶었습니다... 정말 찾아가고 싶었습니다... 그런데 아이의 엄마가 혹여 이 분노로 인한 표현으로 담당교사에게 물리적인 위해를 가해버리면 우리 아이가 입은 상처에 대한 혐의에 대한 처벌이 다른방향으로 가는것 아니냐 뜯어 말리더군요... 이성을 잃은 상태라 무작정 운전석에 올라 타서 그저 멍하니 하늘만 봤습니다... 저희 아이는 최초 신고 후 한달가량 어린이집을 보내지 않았습니다.. 보낼수 없겠더라구요... 최초 신고후 보름 가량 지나 아동학대 담당 경찰관 님과 조사 받으며 아동학대 관련 상담사 분과 아이와 단둘이 1시간가량 상담실에서 놀이와 사건 당시 관련 내용들을 확인하며 대화하는 시간이 있었고 상담사 분께서 아이가 강한 아이라 잘 이겨내고 있는것 같다고 사고에 확실히 기억하고 있는 것 확인하였고 다만 당시 상황을 이야기하는것에 대해 불편해 하고 있으니 집에 돌아가셔도 상황 확인에 대한 질문은 더이상 안하는 것이 좋겟다고 하셨습니다 덧붙여서 아이가 잘 이겨내고 있으니 아이의 의사를 확인해보시고 어린이집을 옮기셔서 아이가 또래 친구와 편하게 놀고 지내며 상처에 대한부분을 조금씩 잊어갈수 있도록 하는것이 좋을것 같다 하시었고 상담 후 몇일간 집에서 아이와 보내며 이따금씩 다른 어린이집에서 새로운 친구들과 같이보내는것이 어때라고 이야기 하였고 점차 마음에 문을 여는것 같았습니다 다른 어린이집을 알아보던 중 한곳을 선택하여 아이와 방문해 상담하였고 현재 상황에 대해서도 알려 드렸습니다 상담하였던 어린이집 원장님꼐서는 마음놓고 보내 주셨으면 좋겠다 원하시는 만큼 일과시간 내내 어머니도 상주한 상태에서 있어도 괜찮다고 하셧고 아이도 처음에는 어린이집이라는 단어만 들어도 경직되어 있었지만 새로운 어린이 집을 다니며 잘 적응하고 즐거워 하는 모습을 보이니 너무 고맙고 대견합니다 약 한달 정도 새로운 어린이집에 다니고 있으며 11일 최종 cctv확인 조사 후 12일 목포 mbc 인터넷 사건 제보를 해놓은 상태이고 12일이니 어제 오후네요 퇴근 후 부끄럽지만 아이의 아빠인 저와 아이엄마는 도저히 눈감으면 생각이나고 잠이오질 않습니다.. 당사자인 우리아이는 저렇게 강건히 잘 이겨내고 있는데 부모인 저희는 한없이 미안하고 ...아이의 눈을 바라보기 겁납니다 늦은 밤 푸념이 아닙니다. 부디 이 긴글을 읽어주시는 어떤 분들께서 공감 해주시고 널리널리 알려졌으면 좋겠습니다 최종 cctv 확인 몇일 전 아이의 엄마가 집앞 사거리에서 좌회전 신호를 받고 있었는데 가해 교사가 신호등을 건너고 있었다고 하더라구요 순간 눈앞이 깜깜 했다고 했습니다.... 한편으론 신호등을 건너는 것을 본 날이 cctv최종 확인 날이 아닌게 .....다행이라고... 저 역시 확인 날 당시 마무치기라도 했다면....무슨일이 벌어 졌을지 아찔합니다.... 현직에 계신 수많은 정직하고 아이를 1명도 아닌 여러명을 보는것이 얼마나 힘든 일인지 가늠도 되지않습니다 매일 아이들을 돌보아 주시고 아이들은 낮잠을 자는 시간에 그 작은 어린이 의자에 앉아 아이들의 알림장을 작성하여야 하고 끼니도 제대로 챙겨먹지 못하시는 수많은 선생님들이 육체적인 행동을 동반한 훈육이 당연시 여기며 서슴치 않는 가해 교사 때문에 매도 당하는 일이 없었으면은 진심으로 바랍니다. 최초 cctv 확인당시 사건발생 하원시간전 cctv 에서 가해 담당교사가 반에 아이들을 재우고 어두 컴컴한 방에서 좁은 책상과 의자에 앉아 끼니를 해결하는 모습을 보고 잠깐 아이의 엄마가 눈물을 훔치더군요 고생하시는 모습에..... 아마 원장선생님도 평소 고생하는 모습의 선생님도 보았으면 하는 마음에 등원시간부터 사건발생시간 하원 시간까지 영상을 보여주셨을꺼라 생각합니다. 고생 하였던 부분 모두에 대해서 부정 하진 않지만 폭력을 행사 했던것은 그 무엇으로도 용서 할 수 없습니다. 영상으로 확인 하였던 모든 행위에 대해서 아이를 지켜 주지 못했다는 죄책감때문에라도 끝 까 지 가겠습니다. 물리적인 힘으로 의해 복수가 아니라 당연히 법적으로도 그리고 사회적으로도 처벌받았으면 합니다 검찰 송치 후 법적인 조치는 내려 지겠지요 어린이집 교사는 당연히 못하겠지만 아이를 케어하는 여러가지 일 들이 있을 것이고 이 일이 한낮 잘못일 뿐이라고 넘기고 또 다른 피해자를 낳을것 인데 아찔합니다 혹여나 목포시 다른 어린이 집이 오해 받아 매일 같이 맞벌이 또는 사회성 발달을 위해 믿고 어린이집 등하원 시키는 수많은 학부모들과 현장에서 책임감을 가지고 고생하시는 다른 선생님들이 피해 받지 않으시길 바라며 저희 아이가 다닌 사건어린이 집은 목포시 용해동 인스빌 아파트 내에 2층에 있는 어린이 집 입니다 아이엄마와 각자의 직장에서 책임감을 가지고 일하고 월금받으며 성실히 직장생활하고 퇴근 후 에는 아이와 시간을 보내주면 여유로운 가정의 생활은 아니더라도 우리 부부가 고생하면 우리 아이가 하고 싶은것 해줄 수 있는 정도 우리 아이가 행복한 것으로 믿고 있었습니다. 그런데 이제는 우리아이에게 혹여모를 이런 부당한 상황에 처했는데 금전적 여유가 없는 상황에 자괴감으로  우두커니 서 있을 것을 생각하니 내일도 출근하지만 눈감으면 그 상황때문에 바로 잠에도 안들것 같습니다 가정에 참여도가 적어지더라도 퇴근 후 할 수 있는 일을 알아보러 가야겠습니다 긴글 읽어 주셔서 너무 감사합니다.",2025-12-13,mokpo11,2025-12-13
MBC,1.뽐뿌,https://www.ppomppu.co.kr/zboard/view.php?id=freeboard&no=9757747&keyword=MBC,MBC) 풀메하고 사살했어도 돼 김민수 역대급 막말 파문 ㄷㄷ.,ㄷㄷ,2025-12-13,NVlDIA,2025-12-13
YTN,1.뽐뿌,https://www.ppomppu.co.kr/zboard/view.php?id=freeboard&no=9757851&keyword=YTN,현기가 믿는 곳,"엔비디아, '생각하는 자율주행차' 만드는 AI 모델 공개… 레벨4 시대 성큼 - 와우테일  황선생님만 믿습니다...............   엔비디아 : 우린 차 팔 생각은 없고 칩만 팔게 자율주행은 공짜로 주겠음...............",2025-12-13,티티티티파파파파,2025-12-13
서울경제,1.뽐뿌,https://www.ppomppu.co.kr/zboard/view.php?id=freeboard&no=9758001&keyword=%BC%AD%BF%EF%B0%E6%C1%A6,고환율 덕분에.. 물가 상승 서민들은 힘드네요.,고환율 탓으로 수입물가 상승이 장난 아니네요.ㅠ.ㅠ 기준금리 올려야 환율/물가가 진정이 될꺼 같은데.. 월급쟁이 서민들 지갑만 털리고 있네요.ㅠ.ㅠ,2025-12-13,지구표준,2025-12-13
스포츠서울,1.뽐뿌,https://www.ppomppu.co.kr/zboard/view.php?id=baseball&no=688049&keyword=%BD%BA%C6%F7%C3%F7%BC%AD%BF%EF,"“나는 언제나 이글스, 대전 출신!” 한화 팬에게 ‘진짜 마지막’ 작별 인사 남긴 폰세…팬그래프는 9승 전망 [SS시선집중]","[스포츠서울 | 박연준 기자]“나는 언제나 이글스, 내 딸은 대전 출신으로 기억하겠다. ” 한국에서 정점을 찍은 코디 폰세(31)가 다시 메이저리그로 돌아간다. 2025 KBO리그 최우수선수(MVP)로 선정된 한화 외국인 에이스 폰세가 토론토 블루제이스 유니폼을 입는다. 시상식마다 한화 팬에게 작별 인사를 건넸는데, 이번에 ‘진짜 마지막’ 인사를 건넸다. 토론토 구단은 12일(한국시간) 공식 채널을 통해 “KBO리그 MVP가 토론토로 온다”며 폰세 영입을 발표했다. AP통신에 따르면 폰세는 토론토와 3년 총액 3000만 달러(약 442억원)에 계약했다. 입단 보너스로 300만 달러를 받고, 2026시즌 연봉 500만 달러, 2027~2028시즌에는 각각 1100만 달러를 받는 조건이다. 이는 2023년 에릭 페디가 NC를 거쳐 시카고 화이트삭스와 맺은 2년 1500만 달러 계약을 뛰어넘는 규모다. KBO리그를 거쳐 메이저리그로 돌아간 외국인 투수 가운데 최고 수준의 대우다. 폰세의 야구 인생은 순탄하지 않았다. 2015년 메이저리그 신인드래프트 2라운드에서 밀워키의 지명을 받았지만, 피츠버그 시절이었던 2020~2021시즌 20경기 1승7패, 평균자책점 5.86에 그치며 빅리그에서 자리를 잡지 못했다. 이후 일본프로야구 니혼햄과 라쿠텐을 거쳤으나 3시즌 평균자책점 4.54로 인상적인 성과를 남기지 못했다. 한화는 그런 폰세에게 다시 기회를 줬다. 그리고 결과는 ‘폭발’이었다. 올시즌 폰세는 29경기에 나서 17승1패, 평균자책점 1.89를 기록했다. 다승, 평균자책점, 탈삼진(252개), 승률까지 투수 4관왕을 차지하며 리그를 지배했다. 개막 후 선발 17연승, 단일 시즌 최다 삼진, 정규이닝 기준 한 경기 최다 삼진(18개) 등 굵직한 기록도 새로 썼다. 한화가 19년 만에 한국시리즈 무대에 오를 수 있었던 결정적 이유였다. 당연히 한화는 재계약을 원했다. 그러나 메이저리그 구단들이 제시한 조건은 현실적으로 버티기 어려운 수준이었다. 무엇보다 메이저리그 복귀는 모든 선수의 꿈이다. 폰세 역시 그 기회를 외면하지 않았다. 토론토는 폰세를 영입하며 선발 로테이션의 무게를 한층 더했다. 케빈 가우스먼, 트레이 예새비지, 셰인 비버, 호세 베리오스에 폰세까지 더해지며 탄탄한 선발진을 완성했다. 월드시리즈 준우승에 그쳤던 토론토로서는 분명한 승부수다. 폰세는 계약 발표 직후 개인 SNS를 통해 한화와 팬들에게 마지막 작별 인사를 전했다. 그는 “절대 잊지 못할 한 해였다. 단순 우정을 넘어 새로운 가족을 얻었다”며 “저는 언제나 이글스다. 제 딸은 언제나 대전 출신이고, 우리 가족은 여러분이 준 사랑을 평생 기억하겠다”고 적었다. 폰세가 마지막으로 메이저리그 마운드에 오른 것은 2021년 10월3일 신시내티전 구원 등판이었다. 선발승은 2020년 8월28일 세인트루이스전이다. KBO리그에서 잠재력을 증명한 폰세가 4년 만에 돌아가는 미국 무대에서 어떤 새 장을 써 내려갈지 시선이 쏠린다. 한편 미국 야구 통계 사이트인 팬그래프닷컴은 13일 폰세의 내년시즌 예상 성적으로 40경기에 출전해 154.2이닝, 9승9패, 평균자책점 4.00을 전망했다. duswns0628@sportsseoul.com",2025-12-13,뽐뿌뉴스,2025-12-13
스포츠서울,1.뽐뿌,https://www.ppomppu.co.kr/zboard/view.php?id=baseball&no=688047&keyword=%BD%BA%C6%F7%C3%F7%BC%AD%BF%EF,"‘新 희망’ 롯데 걱정 확실히 덜어냈네! 교야마, 선발-불펜 중 ‘선발 기용’이 유력한 이유가 있다 [SS집중분석]","[스포츠서울 | 박연준 기자] 선발이 찰떡인 투수다. 롯데는 지난 12일 아시아쿼터 투수로 일본인 쿄야마 마사야를 영입했다. 롯데는 “선발을 중심으로 불펜까지 가능한 쿄야마 마사야를 아시아쿼터로 15만 달러에 영입했다”고 밝혔다. 롯데는 이미 지난 11월 마무리캠프를 진행한 미야자키 현장에서 쿄야마의 입단 테스트를 실시한 바 있다. 쿄야마는 183㎝, 80㎏의 오른손 투수로 최고 시속 155㎞의 속구와 낙차 큰 스플리터가 장점이다. 또한 간결하고 부드러운 투구폼을 가지고 있다. 속구의 회전력과 변화구 궤적을 바탕으로 경기 운영이 가능하다. 일본프로야구에서 9시즌 동안 활약하며, 1000이닝 이상의 경험을 쌓기도 했다. 선발과 불펜 모두 가능한 멀티 자원. 그러나 롯데에서는 선발 카드로 활용될 전망이다. 이유가 있다. 올시즌 내내 롯데는 선발 자원 부족으로 애를 먹었기 때문이다. 나균안, 박세웅이 제아무리 제 폼의 공을 던져도, 빈스 벨라스케즈 등 누구 한명이 갑자기 주춤하기 일쑤였다. 더구나 올시즌 5선발 고민이 많았다. 교야가마가 선발 로테이션에 들어서면서, 고민을 덜어낼 수 있게 됐다. 교야마 합류로 5선발 구성을 마친 롯데다. 새롭게 영입한 외인 엘빈 로드리게스와 제레미 비슬리, 기존 토종 선발진인 나균안, 박세웅 그리고 교야마까지. 총 5명이 내년시즌 롯데 선발 마운드를 지킨다. 박준혁 단장도 교야마를 선발 자원으로 본다. 박 단장은 “아시아쿼터로 영입한 교야마는 회전력이 높은 속구와 낙차가 큰 포크볼이 장점인 선수다. 선발 투수진에 힘을 보탤 수 있을 것이라 판단했다”고 말했다. 교야마는 “평소 한국 야구에 대한 관심이 컸고, 그곳에서 선수로 활약할 기회를 주셔서 감사하다”며 “주어진 역할에 충실하게 임해 팬 분들이 목표하는 바를 이룰 수 있도록 최선을 다하겠다”고 말했다. duswns0628@sportsseoul.com",2025-12-13,뽐뿌뉴스,2025-12-13
